"","Name","Location","Cuisine","Longitude","Latitude","Award","Explanation","Min_Price","Max_Price","Country"
"4525","Meiers come inn","Bülach","Thai",8.5368265,47.513068,"Bib Gourmand","Good food at moderate prices",30.74,83.74,"Switzerland"
"4526","La Pinte Communale","Aigle","Classic Cuisine",6.9695101,46.3179733,"Bib Gourmand","Good food at moderate prices",53,147.34,"Switzerland"
"4527","Landhaus","Rheineck","Market Cuisine",9.5815808,47.4620914,"Bib Gourmand","Good food at moderate prices",98.58,98.58,"Switzerland"
"4528","Philipp Blaser","Frutigen","International, Swiss",7.6474038,46.5887963,"Bib Gourmand","Good food at moderate prices",29.68,90.1,"Switzerland"
"4529","Landgasthof Ochsen","Wölflinswil","Market Cuisine, Traditional Cuisine",7.9980311,47.4611953,"Bib Gourmand","Good food at moderate prices",55.12,137.8,"Switzerland"
"4530","Süder","Berne","Swiss",7.4282202,46.9385586,"Bib Gourmand","Good food at moderate prices",73.14,98.58,"Switzerland"
"4531","Wirtshus zum Wyberg Gourmet-Stübli","Freienstein-Teufen","Classic Cuisine",8.5655878,47.5514864,"Bib Gourmand","Good food at moderate prices",104.94,132.5,"Switzerland"
"4532","Bären","Schwarzenburg","Regional Cuisine, Seasonal Cuisine",7.3413206,46.8176503,"Bib Gourmand","Good food at moderate prices",25.44,126.14,"Switzerland"
"4533","Asia","Ascona","Asian",8.76857,46.1541093,"Bib Gourmand","Good food at moderate prices",67.84,140.98,"Switzerland"
"4534","Candela","Sankt Gallen","International",9.3796912,47.429436,"Bib Gourmand","Good food at moderate prices",37.1,104.94,"Switzerland"
"4535","Löwen - Gaststube","Bubikon","Market Cuisine, International",8.818702,47.2684531,"Bib Gourmand","Good food at moderate prices",40.28,103.88,"Switzerland"
"4536","Dal Mulin","Saint Moritz","Country cooking, Modern Cuisine",9.8395815,46.4989712,"Bib Gourmand","Good food at moderate prices",110.24,110.24,"Switzerland"
"4537","Krone - Landgasthof","Blatten bei Malters","Traditional Cuisine, Swiss",8.2256511,47.0403602,"Bib Gourmand","Good food at moderate prices",68.9,104.94,"Switzerland"
"4538","Schönbühl","Hilterfingen","Country cooking, Traditional Cuisine",7.6573635,46.7380223,"Bib Gourmand","Good food at moderate prices",28.62,84.8,"Switzerland"
"4539","Landgasthof Bären","Madiswil","Seasonal Cuisine, Traditional Cuisine",7.7964426,47.1674558,"Bib Gourmand","Good food at moderate prices",58.3,127.2,"Switzerland"
"4540","Gasthaus Krone","La Punt-Chamues-ch","Country cooking, Regional Cuisine",9.9262072,46.5785664,"Bib Gourmand","Good food at moderate prices",68.9,127.2,"Switzerland"
"4541","Brasserie du Poisson","Auvernier","Seafood",6.8787352,46.975389,"Bib Gourmand","Good food at moderate prices",132.5,132.5,"Switzerland"
"4542","Zum Kaiser Franz im Rössl","Zug","Austrian",8.5147907,47.1685757,"Bib Gourmand","Good food at moderate prices",53,109.18,"Switzerland"
"4543","Pfändler's Gasthof zum Bären","Birmenstorf","Traditional Cuisine, Country cooking",8.2476743,47.4611738,"Bib Gourmand","Good food at moderate prices",39.22,104.94,"Switzerland"
"4544","Myò Sushi Bar","Lausanne","Japanese",6.6273188,46.5199155,"Bib Gourmand","Good food at moderate prices",33.92,121.9,"Switzerland"
"4545","Gasthof Adler","Sempach","Traditional Cuisine",8.1913012,47.1362208,"Bib Gourmand","Good food at moderate prices",55.12,93.28,"Switzerland"
"4546","Aerodromo da Nani","Ascona","Regional Cuisine, Traditional Cuisine",8.7824151,46.1596458,"Bib Gourmand","Good food at moderate prices",50.88,101.76,"Switzerland"
"4547","Zum Pflugstein","Erlenbach","Traditional Cuisine",8.6088592,47.296981,"Bib Gourmand","Good food at moderate prices",47.7,115.54,"Switzerland"
"4548","Grotto della Salute","Massagno","Mediterranean Cuisine",8.943635,46.0112405,"Bib Gourmand","Good food at moderate prices",90.1,90.1,"Switzerland"
"4549","Boléro V Bistro","Versoix","Modern French",6.1657096,46.2805146,"Bib Gourmand","Good food at moderate prices",63.6,95.4,"Switzerland"
"4550","16 Art Bar","Saanen","Country cooking, International",7.2593297,46.4895677,"Bib Gourmand","Good food at moderate prices",100.7,100.7,"Switzerland"
"4551","PINOT","Fläsch","International",9.5143226,47.02418,"Bib Gourmand","Good food at moderate prices",47.7,117.66,"Switzerland"
"4552","Chappeli","Grenchen","Traditional Cuisine, Market Cuisine",7.3683399,47.1955388,"Bib Gourmand","Good food at moderate prices",79.5,112.36,"Switzerland"
"4553","Panorama - Bistro","Steffisburg","Traditional Cuisine",7.6208725,46.7872443,"Bib Gourmand","Good food at moderate prices",66.78,109.18,"Switzerland"
"4554","Marktküche","Zurich","Vegan",8.5233338,47.3787189,"Bib Gourmand","Good food at moderate prices",67.84,147.34,"Switzerland"
"4555","Chez Philippe","Geneva","Meats and Grills",6.1446687,46.2042229,"Bib Gourmand","Good food at moderate prices",41.34,170.66,"Switzerland"
"4556","Valrose","Rougemont","Regional Cuisine",7.2082577,46.48862,"Bib Gourmand","Good food at moderate prices",33.92,127.2,"Switzerland"
"4557","Netts Schützengarten","Sankt Gallen","International, Country cooking",9.379009,47.4297309,"Bib Gourmand","Good food at moderate prices",62.54,140.98,"Switzerland"
"4558","Chrüter Gänterli","Escholzmatt","Traditional Cuisine",7.9339915,46.9136328,"Bib Gourmand","Good food at moderate prices",62.54,73.14,"Switzerland"
"4559","Café du Levant","Aire-la-Ville","French, Market Cuisine",6.0431852,46.1912667,"Bib Gourmand","Good food at moderate prices",42.4,108.12,"Switzerland"
"4560","Bären","Reichenbach","Traditional Cuisine, Swiss",7.6941559,46.6255558,"Bib Gourmand","Good food at moderate prices",89.04,125.08,"Switzerland"
"4561","Gasthof Hirschen","Eglisau","Country cooking",8.5254813,47.5751252,"Bib Gourmand","Good food at moderate prices",44.52,98.58,"Switzerland"
"4562","Urnäscher Kreuz","Urnäsch","Traditional Cuisine, International",9.2819606,47.3159027,"Bib Gourmand","Good food at moderate prices",75.26,118.72,"Switzerland"
"4563","Collonge Café","Collonge-Bellerive","Modern Cuisine",6.2039596,46.2541866,"Bib Gourmand","Good food at moderate prices",72.08,113.42,"Switzerland"
"4564","La Fleur de Sel by Carlo Crisci","Cossonay","Modern Cuisine",6.5086372,46.6141623,"Bib Gourmand","Good food at moderate prices",61.48,125.08,"Switzerland"
"4565","Zum Alten Stephan","Solothurn","Market Cuisine, Traditional Cuisine",7.5354428,47.2072374,"Bib Gourmand","Good food at moderate prices",68.9,101.76,"Switzerland"
"4566","Les Curiades","Bernex","Regional Cuisine, Market Cuisine",6.072308,46.1635072,"Bib Gourmand","Good food at moderate prices",40.28,94.34,"Switzerland"
"4567","Bauernschänke","Zurich","Country cooking, International",8.5450913,47.3724542,"Bib Gourmand","Good food at moderate prices",122.96,127.2,"Switzerland"
"4568","Restaurant du Quai","Hermance","Modern Cuisine",6.2418366,46.3023287,"Bib Gourmand","Good food at moderate prices",58.3,92.22,"Switzerland"
"4569","Belfort","Alvaneu","Regional Cuisine, Traditional Cuisine",9.6440878,46.6780948,"Bib Gourmand","Good food at moderate prices",82.68,98.58,"Switzerland"
"4570","Hirschen","Erlinsbach","Classic Cuisine, Market Cuisine",8.0070279,47.4064397,"Bib Gourmand","Good food at moderate prices",57.24,144.16,"Switzerland"
"4571","Victoria","Meiringen","International, Swiss",8.1868214,46.7272138,"Bib Gourmand","Good food at moderate prices",68.9,103.88,"Switzerland"
"4572","Il ristorantino Sonne","Gachnang","Italian",8.843763,47.5466702,"Bib Gourmand","Good food at moderate prices",59.36,83.74,"Switzerland"
"4573","Schlüsselstube","Mels","Country cooking",9.4186133,47.0463738,"Bib Gourmand","Good food at moderate prices",31.8,95.4,"Switzerland"
"4574","Taggenberg","Winterthur","International",8.6841253,47.5199747,"Bib Gourmand","Good food at moderate prices",51.94,116.6,"Switzerland"
"4575","Gasthaus Schupfen","Diessenhofen","Traditional Cuisine, Market Cuisine",8.7852825,47.675254,"Bib Gourmand","Good food at moderate prices",95.4,95.4,"Switzerland"
"4576","Gasthof zur Sonne","Stäfa","Swiss, Traditional Cuisine",8.7180143,47.2393856,"Bib Gourmand","Good food at moderate prices",54.06,113.42,"Switzerland"
"4577","Des Bains","Avenches","Classic French",7.0455704,46.8836801,"Bib Gourmand","Good food at moderate prices",38.16,137.8,"Switzerland"
"4578","Casa Tödi","Trun","Creative, Modern Cuisine",8.9851158,46.7425054,"Bib Gourmand","Good food at moderate prices",89.04,132.5,"Switzerland"
"4579","Roter Bären","Basel","Modern Cuisine",7.5915757,47.5616838,"Bib Gourmand","Good food at moderate prices",72.08,131.44,"Switzerland"
"4580","Les Fourneaux du Manège","Onex","Traditional Cuisine",6.10182,46.1832408,"Bib Gourmand","Good food at moderate prices",89.04,89.04,"Switzerland"
"4581","OX'n","Schenkon","International, Market Cuisine",8.1387888,47.1721199,"Bib Gourmand","Good food at moderate prices",33.92,112.36,"Switzerland"
"4582","La Pendule","Burgdorf","International, Seasonal Cuisine",7.62684,47.0564475,"Bib Gourmand","Good food at moderate prices",68.9,153.7,"Switzerland"
"4583","La Grappe d'Or","Lausanne","Italian",6.6363952,46.5207672,"Bib Gourmand","Good food at moderate prices",65.72,95.4,"Switzerland"
"4584","Kaiserstock","Riemenstalden","Country cooking, International",8.6650923,46.9465871,"Bib Gourmand","Good food at moderate prices",79.5,111.3,"Switzerland"
"4585","Attisholz - Gaststube","Riedholz","Traditional Cuisine, Country cooking",7.5751631,47.2283311,"Bib Gourmand","Good food at moderate prices",33.92,153.7,"Switzerland"
"4586","Blume","Uster","Swiss, Market Cuisine",8.732469,47.3744035,"Bib Gourmand","Good food at moderate prices",47.7,91.16,"Switzerland"
"4587","Aux Trois Amis","Ligerz","Country cooking",7.1398195,47.0900127,"Bib Gourmand","Good food at moderate prices",99.64,131.44,"Switzerland"
"4588","Moosegg","Emmenmatt","Country cooking, Modern Cuisine",7.711754,46.9462747,"Bib Gourmand","Good food at moderate prices",53,150.52,"Switzerland"
"4589","Nest- und Bietschhorn","Blatten im Lötschental","Traditional Cuisine, International",7.80783,46.4143818,"Bib Gourmand","Good food at moderate prices",72.08,98.58,"Switzerland"
"4590","Rias","Kloten","Country cooking",8.581468,47.4520477,"Bib Gourmand","Good food at moderate prices",44.52,127.2,"Switzerland"
"4591","Le Bologne","Geneva","Modern Cuisine",6.1407696,46.2075881,"Bib Gourmand","Good food at moderate prices",40.28,95.4,"Switzerland"
"4592","Adler","Ried-Muotathal","Country cooking, Traditional Cuisine",8.71306,46.98687,"Bib Gourmand","Good food at moderate prices",83.74,92.22,"Switzerland"
"4593","Puccini Café","Geneva","Italian",6.1580096,46.2029726,"Bib Gourmand","Good food at moderate prices",26.5,86.92,"Switzerland"
"4594","Le Bistrot Le Lion d'Or","Carouge","Classic French",6.1403385,46.1805824,"Bib Gourmand","Good food at moderate prices",53,95.4,"Switzerland"
"4595","Basilicum","Bottmingen","Swiss, Mediterranean Cuisine",7.5736636,47.5266457,"Bib Gourmand","Good food at moderate prices",36.04,84.8,"Switzerland"
"4596","A la Vieille Auberge","Valeyres-sous-Rances","French, Classic Cuisine",6.5258656,46.7532034,"Bib Gourmand","Good food at moderate prices",60.42,104.94,"Switzerland"
"4597","Casa Caminada","Fürstenau","Country cooking",9.4456677,46.721039,"Bib Gourmand","Good food at moderate prices",91.16,102.82,"Switzerland"
"4598","Les Ateliers Brasserie","Vevey","French",6.8424092,46.4640866,"Bib Gourmand","Good food at moderate prices",41.34,110.24,"Switzerland"
"4599","Braui","Hochdorf","Traditional Cuisine",8.2901803,47.1668742,"Bib Gourmand","Good food at moderate prices",94.34,94.34,"Switzerland"
"4600","Sonne - Bistro","Wengi bei Büren","Country cooking, Traditional Cuisine",7.375638,47.0885091,"Bib Gourmand","Good food at moderate prices",73.14,79.5,"Switzerland"
"4601","au violon","Basel","Classic French, Traditional Cuisine",7.5884286,47.5548304,"Bib Gourmand","Good food at moderate prices",34.98,103.88,"Switzerland"
"4602","Balm - Bistro","Meggen","Traditional Cuisine, Classic French",8.3681378,47.0445482,"Bib Gourmand","Good food at moderate prices",81.62,122.96,"Switzerland"
"4603","Zollhaus","Olten","Classic Cuisine, Market Cuisine",7.9062088,47.3489623,"Bib Gourmand","Good food at moderate prices",68.9,115.54,"Switzerland"
"4604","Auberge de la Croix d´Or - Bistro","Yens","Traditional Cuisine",6.416268,46.5184473,"Bib Gourmand","Good food at moderate prices",91.16,91.16,"Switzerland"
"4605","Edo","Crans-Montana","Japanese, Sushi",7.4982631,46.3108192,"Bib Gourmand","Good food at moderate prices",58.3,68.9,"Switzerland"
"4606","Käserei","Murten","International",7.117568,46.929268,"Bib Gourmand","Good food at moderate prices",94.34,136.74,"Switzerland"
"4607","Rathauskeller Bistro","Zug","Classic Cuisine",8.5150035,47.1660593,"Bib Gourmand","Good food at moderate prices",39.22,125.08,"Switzerland"
"4608","Anker","Teufen","International, Traditional Cuisine",9.3877987,47.3902777,"Bib Gourmand","Good food at moderate prices",74.2,116.6,"Switzerland"
"4609","Bistrot by Regina Montium","Rigi Kaltbad","Swiss",8.4640786,47.0483577,"Bib Gourmand","Good food at moderate prices",31.8,92.22,"Switzerland"
"4610","Eintracht","Kestenholz","International, Traditional Cuisine",7.7534527,47.2814895,"Bib Gourmand","Good food at moderate prices",51.94,112.36,"Switzerland"
"4611","Stüva","Saint Moritz","Country cooking",9.8109252,46.477774,"Bib Gourmand","Good food at moderate prices",126.14,126.14,"Switzerland"
"4612","Auberge de Vouvry","Vouvry","French, Contemporary",6.8908728,46.3363504,"Bib Gourmand","Good food at moderate prices",38.16,103.88,"Switzerland"
"4613","Alpenblick - Bistro","Wilderswil","Country cooking, Swiss",7.8601359,46.663893,"Bib Gourmand","Good food at moderate prices",93.28,93.28,"Switzerland"
"4614","Beluga","Aarau","International, Market Cuisine",8.0450229,47.3909032,"Bib Gourmand","Good food at moderate prices",73.14,143.1,"Switzerland"
"4615","Schlossgarten","Schöftland","Modern Cuisine, Market Cuisine",8.0508075,47.3040668,"Bib Gourmand","Good food at moderate prices",78.44,111.3,"Switzerland"
"4616","Du Cerf - Brasserie","Sonceboz","Regional Cuisine, Traditional Cuisine",7.1784256,47.1962721,"Bib Gourmand","Good food at moderate prices",22.26,95.4,"Switzerland"
"4617","Hirschen","Oberstammheim","Country cooking",8.8012247,47.6319383,"Bib Gourmand","Good food at moderate prices",55.12,115.54,"Switzerland"
"4618","KLE","Zurich","Vegan, Innovative",8.5209664,47.3715034,"Bib Gourmand","Good food at moderate prices",78.44,101.76,"Switzerland"
"4619","Aroleid Restaurant","Zermatt","Creative, World Cuisine",7.7302936,46.0015365,"Bib Gourmand","Good food at moderate prices",21.2,75.26,"Switzerland"
"4620","Rigiblick - Bistro","Zurich","Market Cuisine, Regional Cuisine",8.5533404,47.3882068,"Bib Gourmand","Good food at moderate prices",90.1,90.1,"Switzerland"
"4621","Casa Casutt - Ustria","Ilanz","Country cooking, Classic Cuisine",9.2073248,46.7742301,"Bib Gourmand","Good food at moderate prices",90.1,118.72,"Switzerland"
"4622","Seebistro Belvédère","Hergiswil","Country cooking",8.3117497,46.9833368,"Bib Gourmand","Good food at moderate prices",58.3,109.18,"Switzerland"
"4623","La Croix Blanche","Veuves","Modern Cuisine, Traditional Cuisine",1.125466,47.4715312,"Bib Gourmand","Good food at moderate prices",41.405,57.967,"France"
"4624","Le Rousseau","Grenoble","Creative, Market Cuisine",5.7303723,45.1910583,"Bib Gourmand","Good food at moderate prices",30.758,61.516,"France"
"4625","La Table du Sommelier","Albi","Modern Cuisine",2.1458041,43.9347151,"Bib Gourmand","Good food at moderate prices",21.294,62.699,"France"
"4626","Les Jardins du Léman","Yvoire","Modern Cuisine",6.3256417,46.3703254,"Bib Gourmand","Good food at moderate prices",46.137,118.3,"France"
"4627","La Maison de Marie","Perros-Guirec","Market Cuisine",-3.4752927,48.8200118,"Bib Gourmand","Good food at moderate prices",41.405,56.784,"France"
"4628","La Récré","Vaudevant","Modern Cuisine",4.6186956,45.1039749,"Bib Gourmand","Good food at moderate prices",34.307,55.601,"France"
"4629","La Table du Pouyaud","Champcevinel","Modern Cuisine",0.74974,45.212543,"Bib Gourmand","Good food at moderate prices",41.405,92.274,"France"
"4630","Le Jardin Les Crayères","Reims","Traditional Cuisine",4.0511127,49.240746,"Bib Gourmand","Good food at moderate prices",39.039,102.921,"France"
"4631","Auberge de la Brenne","Neuillé-le-Lierre","Traditional Cuisine, Classic Cuisine",0.9085245,47.5103602,"Bib Gourmand","Good food at moderate prices",39.039,94.64,"France"
"4632","Pierre & Jean","Chagny","Modern Cuisine",4.7533235,46.9076462,"Bib Gourmand","Good food at moderate prices",41.405,61.516,"France"
"4633","Auberge de la Baraque","Orcines","Modern Cuisine",3.0215755,45.7800103,"Bib Gourmand","Good food at moderate prices",31.941,80.444,"France"
"4634","Richer","Paris","Modern Cuisine",2.3478903,48.8740537,"Bib Gourmand","Good food at moderate prices",59.15,59.15,"France"
"4635","La Table d'Arthur R","Charleville-Mézières","Modern Cuisine",4.719695,49.771397,"Bib Gourmand","Good food at moderate prices",39.039,57.967,"France"
"4636","Les Jardins de l'Acropolis","Rodez","Modern Cuisine",2.5564393,44.3589694,"Bib Gourmand","Good food at moderate prices",41.405,75.712,"France"
"4637","Lougolin","Grasse","Modern Cuisine",6.973045,43.6388111,"Bib Gourmand","Good food at moderate prices",34.307,43.771,"France"
"4638","L'Oxygène","Valmorel","Modern Cuisine",6.4556705,45.4715051,"Bib Gourmand","Good food at moderate prices",40.222,40.222,"France"
"4639","Le Beauvoir","Bourges","Modern Cuisine",2.4015398,47.090477,"Bib Gourmand","Good food at moderate prices",23.66,70.98,"France"
"4640","B2K6","Lempdes","Modern Cuisine",3.19723,45.76954,"Bib Gourmand","Good food at moderate prices",26.026,68.614,"France"
"4641","L'Ormeau","Cancale","Seafood",-1.851691,48.6708659,"Bib Gourmand","Good food at moderate prices",37.856,104.104,"France"
"4642","Spoon","Paris","World Cuisine",2.3409033,48.8688866,"Bib Gourmand","Good food at moderate prices",36.673,63.882,"France"
"4643","Téjérina-Hôtel de la Place","Polliat","Traditional Cuisine",5.12659,46.24887,"Bib Gourmand","Good food at moderate prices",29.575,68.614,"France"
"4644","Aux Plumes","Paris","Modern Cuisine",2.3275939,48.8321771,"Bib Gourmand","Good food at moderate prices",31.941,70.98,"France"
"4645","DZ'envies","Dijon","Modern Cuisine",5.0394574,47.3237399,"Bib Gourmand","Good food at moderate prices",27.209,63.882,"France"
"4646","Le 11 Bistrot Gourmand","Pontchâteau","Traditional Cuisine",-2.0901204,47.4351569,"Bib Gourmand","Good food at moderate prices",31.941,42.588,"France"
"4647","Le Petit Paris","Daglan","Modern Cuisine",1.1918874,44.7421961,"Bib Gourmand","Good food at moderate prices",40.222,40.222,"France"
"4648","Le Bistro des Glycines","Les Eyzies-de-Tayac","Modern Cuisine",1.0074809,44.9407156,"Bib Gourmand","Good food at moderate prices",41.405,41.405,"France"
"4649","La Table 101","Lyon","Modern Cuisine",4.8502238,45.7617729,"Bib Gourmand","Good food at moderate prices",33.124,75.712,"France"
"4650","Côté Mer","Cancale","Traditional Cuisine",-1.8626259,48.6681727,"Bib Gourmand","Good food at moderate prices",40.222,94.64,"France"
"4651","L'Auberge du Pont des Pierres","Montanges","Modern Cuisine",5.8015098,46.1634661,"Bib Gourmand","Good food at moderate prices",41.405,70.98,"France"
"4652","Briket' Bistrot","Guéthary","Modern Cuisine",-1.6059891,43.419617,"Bib Gourmand","Good food at moderate prices",47.32,47.32,"France"
"4653","Le Manoir du Sphinx","Perros-Guirec","Traditional Cuisine",-3.4361377,48.8197582,"Bib Gourmand","Good food at moderate prices",30.758,48.503,"France"
"4654","Etsi","Paris","Greek",2.333,48.89025,"Bib Gourmand","Good food at moderate prices",41.405,47.32,"France"
"4655","Bellavista","Prats-de-Mollo-la-Preste","Modern Cuisine, Catalan",2.4801504,42.4043058,"Bib Gourmand","Good food at moderate prices",40.222,82.81,"France"
"4656","Racine","Lyon","Modern Cuisine",4.80747,45.77402,"Bib Gourmand","Good food at moderate prices",28.392,53.235,"France"
"4657","Julien","Fouday","Traditional Cuisine",7.18412,48.42262,"Bib Gourmand","Good food at moderate prices",40.222,80.444,"France"
"4658","La Vieille Forge","Kaysersberg","Modern Cuisine, Traditional Cuisine",7.2625154,48.1386391,"Bib Gourmand","Good food at moderate prices",39.039,99.372,"France"
"4659","Le Bellevue","Lacroix-Falgarde","Classic Cuisine",1.4097754,43.4980729,"Bib Gourmand","Good food at moderate prices",26.026,53.235,"France"
"4660","Le Chalet","Ax-les-Thermes","Modern Cuisine",1.8395359,42.7184266,"Bib Gourmand","Good food at moderate prices",39.039,70.98,"France"
"4661","La Maison de Kerdiès","Plougasnou","Traditional Cuisine",-3.845596,48.69053,"Bib Gourmand","Good food at moderate prices",29.575,59.15,"France"
"4662","L'Antre Amis","Paris","Modern Cuisine",2.3101451,48.8467763,"Bib Gourmand","Good food at moderate prices",44.954,92.274,"France"
"4663","Le Bistro Chapouton","Grignan","Traditional Cuisine",4.903059,44.4202651,"Bib Gourmand","Good food at moderate prices",40.222,82.81,"France"
"4664","Les 7","Tulle","Modern Cuisine",1.7724975,45.2692196,"Bib Gourmand","Good food at moderate prices",53.235,53.235,"France"
"4665","La Botte d'Asperges","Contres","Modern Cuisine",1.4286247,47.4196557,"Bib Gourmand","Good food at moderate prices",41.405,104.104,"France"
"4666","Cokotte","Angoulême","Traditional Cuisine",0.1555159,45.6502872,"Bib Gourmand","Good food at moderate prices",23.66,65.065,"France"
"4667","La Grillade Gourmande","Epernay","Grills",3.9614171,49.0449565,"Bib Gourmand","Good food at moderate prices",41.405,82.81,"France"
"4668","Le Confidentiel","Menthon-Saint-Bernard","Modern Cuisine",6.1964034,45.8600546,"Bib Gourmand","Good food at moderate prices",41.405,53.235,"France"
"4669","L'AO - L'Aigle d'Or","Rimbach-près-Guebwiller","Modern Cuisine, Regional Cuisine",7.1568596,47.905,"Bib Gourmand","Good food at moderate prices",28.392,59.15,"France"
"4670","Les Loges du Jardin d'Aymeric","Clara","Traditional Cuisine",2.4422211,42.5843613,"Bib Gourmand","Good food at moderate prices",37.856,56.784,"France"
"4671","Le 6 à Table","Caromb","Modern Cuisine",5.1072069,44.1101279,"Bib Gourmand","Good food at moderate prices",66.248,66.248,"France"
"4672","La Ferme de Cupelin","Saint-Gervais-les-Bains","Regional Cuisine",6.7000265,45.88904,"Bib Gourmand","Good food at moderate prices",41.405,76.895,"France"
"4673","Restaurant du Musée","Fréland","Modern Cuisine",7.1938717,48.1697044,"Bib Gourmand","Good food at moderate prices",26.026,83.993,"France"
"4674","Le Petit St-Thomas","La Garnache","Modern Cuisine",-1.8336135,46.889416,"Bib Gourmand","Good food at moderate prices",39.039,76.895,"France"
"4675","La Grange des Halles","Rungis","Modern Cuisine",2.35059,48.74803,"Bib Gourmand","Good food at moderate prices",41.405,41.405,"France"
"4676","Cabane","Nanterre","Modern Cuisine",2.1947908,48.8918373,"Bib Gourmand","Good food at moderate prices",34.307,46.137,"France"
"4677","Le Brélévenez","Lannion","Modern Cuisine",-3.455017,48.7379433,"Bib Gourmand","Good food at moderate prices",35.49,59.15,"France"
"4678","Winstub du Chambard","Kaysersberg","Alsatian, Traditional Cuisine",7.2655026,48.1385782,"Bib Gourmand","Good food at moderate prices",40.222,104.104,"France"
"4679","L'Agape","Avignon","Modern Cuisine",4.8078128,43.9445551,"Bib Gourmand","Good food at moderate prices",31.941,87.542,"France"
"4680","Au Coq en Velours","Aoste","Traditional Cuisine",5.62883,45.59696,"Bib Gourmand","Good food at moderate prices",41.405,88.725,"France"
"4681","U Licettu","Cuttoli","Traditional Cuisine",8.8458305,41.9639362,"Bib Gourmand","Good food at moderate prices",52.052,52.052,"France"
"4682","Grain de Sel","Dole","Modern Cuisine",5.49449,47.0914654,"Bib Gourmand","Good food at moderate prices",26.026,68.614,"France"
"4683","La Longère","Le Neubourg","Modern Cuisine, Creative",0.901294,49.1487923,"Bib Gourmand","Good food at moderate prices",29.575,81.627,"France"
"4684","La Table d'Élise","L'Herbaudière","Seafood, Modern Cuisine",-2.298846,47.0236705,"Bib Gourmand","Good food at moderate prices",35.49,52.052,"France"
"4685","Au Cheval Blanc","Niedersteinbach","Traditional Cuisine, Alsatian",7.7106808,49.0316104,"Bib Gourmand","Good food at moderate prices",43.771,79.261,"France"
"4686","Le Bistrot","Chambéry","Market Cuisine",5.9240662,45.5655854,"Bib Gourmand","Good food at moderate prices",26.026,65.065,"France"
"4687","Auberge de la Rivière","Velluire","Modern Cuisine",-0.893102,46.4064515,"Bib Gourmand","Good food at moderate prices",76.895,80.444,"France"
"4688","La Ferme de Villeneuve","Les Sables-d'Olonne","Modern Cuisine",-1.7364,46.47778,"Bib Gourmand","Good food at moderate prices",29.575,50.869,"France"
"4689","Café Bras","Rodez","Cuisine from Aveyron",2.56687,44.35207,"Bib Gourmand","Good food at moderate prices",43.771,43.771,"France"
"4690","Beam !","Toulon","Modern Cuisine",5.9318362,43.1245324,"Bib Gourmand","Good food at moderate prices",46.137,46.137,"France"
"4691","Nougier","Fursac","Traditional Cuisine",1.5129695,46.1463409,"Bib Gourmand","Good food at moderate prices",36.673,76.895,"France"
"4692","L'ArtYsan","Quissac","Modern Cuisine",4.0032833,43.9106919,"Bib Gourmand","Good food at moderate prices",29.575,61.516,"France"
"4693","Café des Arts","Beaulieu-sous-la-Roche","Traditional Cuisine",-1.6110704,46.6760985,"Bib Gourmand","Good food at moderate prices",28.392,85.176,"France"
"4694","Les Canailles Ménilmontant","Paris","Traditional Cuisine",2.3852545,48.8665092,"Bib Gourmand","Good food at moderate prices",24.843,73.346,"France"
"4695","La Chaumière","Aubigny-sur-Nère","Traditional Cuisine",2.441789,47.4881874,"Bib Gourmand","Good food at moderate prices",28.392,88.725,"France"
"4696","Manoir Hastings","Bénouville","Modern Cuisine",-0.2762324,49.2471948,"Bib Gourmand","Good food at moderate prices",30.758,82.81,"France"
"4697","Olive et Artichaut","Nice","Regional Cuisine",7.275987,43.6964964,"Bib Gourmand","Good food at moderate prices",40.222,75.712,"France"
"4698","La Chênaie","Croutelle","Traditional Cuisine",0.289254,46.5412779,"Bib Gourmand","Good food at moderate prices",24.843,88.725,"France"
"4699","Auberge St-Fiacre","Veuil","Modern Cuisine",1.5255687,47.1208897,"Bib Gourmand","Good food at moderate prices",30.758,68.614,"France"
"4700","Les Trois Bourgeons","Chablis","Modern Cuisine",3.7992263,47.8154316,"Bib Gourmand","Good food at moderate prices",28.392,37.856,"France"
"4701","Auberge de La Mère Duval","Auzouville-sur-Saâne","Modern Cuisine",0.9437543,49.7409008,"Bib Gourmand","Good food at moderate prices",30.758,70.98,"France"
"4702","Cozna","Annecy","Modern Cuisine",6.1227595,45.8973707,"Bib Gourmand","Good food at moderate prices",29.575,62.699,"France"
"4703","Le Viscos","Saint-Savin","Modern Cuisine",-0.0909535,42.9803277,"Bib Gourmand","Good food at moderate prices",37.856,111.202,"France"
"4704","Le Bistrot du 11","Versailles","Modern Cuisine",2.12518,48.800906,"Bib Gourmand","Good food at moderate prices",44.954,65.065,"France"
"4705","Le Caillebotte","Paris","Modern Cuisine",2.3407212,48.8771162,"Bib Gourmand","Good food at moderate prices",44.954,57.967,"France"
"4706","La Ferme de Victorine","Notre-Dame-de-Bellecombe","Traditional Cuisine, Regional Cuisine",6.5512883,45.8051757,"Bib Gourmand","Good food at moderate prices",40.222,81.627,"France"
"4707","Le Bistrot 270","Malataverne","Traditional Cuisine",4.7433743,44.4691067,"Bib Gourmand","Good food at moderate prices",37.856,53.235,"France"
"4708","La Closerie des Roses","Varades","Classic Cuisine",-1.0220107,47.3712253,"Bib Gourmand","Good food at moderate prices",40.222,81.627,"France"
