"","X","Name","Location","Cuisine","Longitude","Latitude","Award","Explanation","Min_Price...","Max_Price...","Country"
"2674",2674,"Château d'Adoménil","Lunéville","Traditional Cuisine",6.4630197,48.5647471,"1 MICHELIN Star","Very good cooking in its category",88.725,189.28,"France"
"2675",2675,"Table - Bruno Verjus","Paris","Modern Cuisine",2.3759654,48.8486151,"1 MICHELIN Star","Very good cooking in its category",212.94,473.2,"France"
"2676",2676,"Aspic","Paris","Modern Cuisine",2.3436245,48.8791753,"1 MICHELIN Star","Very good cooking in its category",112.385,112.385,"France"
"2677",2677,"L'Aquarelle","Breuillet","Creative",-1.0397569,45.6858748,"1 MICHELIN Star","Very good cooking in its category",66.248,153.79,"France"
"2678",2678,"Les Trois Soleils de Montal","Saint-Céré","Modern Cuisine",1.8642524,44.8626981,"1 MICHELIN Star","Very good cooking in its category",44.954,115.934,"France"
"2679",2679,"Auberge Le Prieuré","Moirax","Creative",0.6089812,44.1408186,"1 MICHELIN Star","Very good cooking in its category",39.039,105.287,"France"
"2680",2680,"La Source","Saint-Galmier","Modern Cuisine",4.3105689,45.588937,"1 MICHELIN Star","Very good cooking in its category",69.797,106.47,"France"
"2681",2681,"Récif - Les Roches Rouges","Saint-Raphaël","Provençal",6.8375024,43.4167856,"1 MICHELIN Star","Very good cooking in its category",151.424,179.816,"France"
"2682",2682,"Le Pousse-Pied","La Tranche-sur-Mer","Seafood",-1.4044731,46.3480978,"1 MICHELIN Star","Very good cooking in its category",41.405,88.725,"France"
"2683",2683,"Roza","Nantes","Modern Cuisine, Creative",-1.56527,47.21321,"1 MICHELIN Star","Very good cooking in its category",35.49,88.725,"France"
"2684",2684,"Origines","Le Broc","Modern Cuisine",3.2440696,45.501934,"1 MICHELIN Star","Very good cooking in its category",42.588,153.79,"France"
"2685",2685,"Les Clefs d'Argent","Mont-de-Marsan","Creative",-0.5127259,43.8871612,"1 MICHELIN Star","Very good cooking in its category",30.758,104.104,"France"
"2686",2686,"La Promenade","Le Petit-Pressigny","Modern Cuisine",0.9188379,46.920786,"1 MICHELIN Star","Very good cooking in its category",65.065,147.875,"France"
"2687",2687,"Le Jules Verne","Paris","Modern Cuisine",2.2945324,48.858232,"1 MICHELIN Star","Very good cooking in its category",159.705,289.835,"France"
"2688",2688,"Lamartine","Le Bourget-du-Lac","Modern Cuisine",5.8526536,45.6762739,"1 MICHELIN Star","Very good cooking in its category",88.725,141.96,"France"
"2689",2689,"Auguste","Paris","Modern Cuisine",2.317003,48.8561689,"1 MICHELIN Star","Very good cooking in its category",46.137,141.96,"France"
"2690",2690,"Apicius","Clermont-Ferrand","Creative",3.0827699,45.7793794,"1 MICHELIN Star","Very good cooking in its category",93.457,171.535,"France"
"2691",2691,"Le Lièvre Gourmand","Orléans","Fusion, Creative",1.9104472,47.8980213,"1 MICHELIN Star","Very good cooking in its category",55.601,104.104,"France"
"2692",2692,"Château de Massillan","Uchaux","Modern Cuisine",4.79443,44.23381,"1 MICHELIN Star","Very good cooking in its category",88.725,136.045,"France"
"2693",2693,"La Signoria","Calvi","Modern Cuisine",8.7846305,42.536832,"1 MICHELIN Star","Very good cooking in its category",144.326,230.685,"France"
"2694",2694,"L'Aparté","Montrabé","Modern Cuisine",1.5104515,43.6449042,"1 MICHELIN Star","Very good cooking in its category",37.856,124.215,"France"
"2695",2695,"Numéro 3","Le Tremblay-sur-Mauldre","Modern Cuisine",1.8770687,48.777504,"1 MICHELIN Star","Very good cooking in its category",65.065,82.81,"France"
"2696",2696,"Frédéric Doucet","Charolles","Modern Cuisine",4.2751453,46.4334903,"1 MICHELIN Star","Very good cooking in its category",115.934,153.79,"France"
"2697",2697,"1131 - Abbaye de la Bussière","La Bussière-sur-Ouche","Modern Cuisine",4.7241758,47.2157221,"1 MICHELIN Star","Very good cooking in its category",115.934,159.705,"France"
"2698",2698,"L'Allée des Vignes","Cajarc","Creative",1.8436405,44.4848484,"1 MICHELIN Star","Very good cooking in its category",69.797,126.581,"France"
"2699",2699,"ERH","Paris","Modern Cuisine",2.3494971,48.8644218,"1 MICHELIN Star","Very good cooking in its category",94.64,165.62,"France"
"2700",2700,"La Vieille Tour","Cellettes","Modern Cuisine, Creative",1.3830315,47.5257537,"1 MICHELIN Star","Very good cooking in its category",57.967,93.457,"France"
"2701",2701,"Nature","Armentières","Modern Cuisine",2.8835219,50.686583,"1 MICHELIN Star","Very good cooking in its category",33.124,85.176,"France"
"2702",2702,"Lalique","Bommes","Modern Cuisine",-0.3374123,44.5493811,"1 MICHELIN Star","Very good cooking in its category",112.385,195.195,"France"
"2703",2703,"Le Restaurant des Rois - La Réserve de Beaulieu","Beaulieu-sur-Mer","Modern Cuisine",7.3350726,43.7059919,"1 MICHELIN Star","Very good cooking in its category",260.26,331.24,"France"
"2704",2704,"Le Carmin","Beaune","Modern Cuisine",4.8377091,47.0225391,"1 MICHELIN Star","Very good cooking in its category",44.954,151.424,"France"
"2705",2705,"Moulin de Rosmadec","Pont-Aven","Modern Cuisine",-3.7479562,47.8549886,"1 MICHELIN Star","Very good cooking in its category",55.601,138.411,"France"
"2706",2706,"L'Évidence","Montbazon","Creative, Modern Cuisine",0.7133543,47.2873108,"1 MICHELIN Star","Very good cooking in its category",46.137,141.96,"France"
"2707",2707,"Ô Flaveurs","Douvaine","Modern Cuisine",6.3136031,46.3010727,"1 MICHELIN Star","Very good cooking in its category",62.699,171.535,"France"
"2708",2708,"Le Pressoir","Saint-Avé","Creative",-2.7508368,47.6966578,"1 MICHELIN Star","Very good cooking in its category",42.588,130.13,"France"
"2709",2709,"Radio","Chamalières","Modern Cuisine",3.0620044,45.7700755,"1 MICHELIN Star","Very good cooking in its category",41.405,130.13,"France"
"2710",2710,"Claude Darroze","Langon","Classic Cuisine",-0.24663,44.55305,"1 MICHELIN Star","Very good cooking in its category",46.137,152.607,"France"
"2711",2711,"La Chapelle Saint-Martin","Saint-Martin-du-Fault","Modern Cuisine",1.1789789,45.8923765,"1 MICHELIN Star","Very good cooking in its category",88.725,276.822,"France"
"2712",2712,"Les Foudres","Cognac","Modern Cuisine",-0.3319909,45.6901292,"1 MICHELIN Star","Very good cooking in its category",153.79,159.705,"France"
"2713",2713,"ES","Paris","Modern Cuisine, Creative",2.3211774,48.856449,"1 MICHELIN Star","Very good cooking in its category",112.385,212.94,"France"
"2714",2714,"Le 7ème Continent","Rixheim","Modern Cuisine",7.4034533,47.7479256,"1 MICHELIN Star","Very good cooking in its category",44.954,136.045,"France"
"2715",2715,"Auberge des Saints Pères","Aulnay-sous-Bois","Creative",2.48955,48.92,"1 MICHELIN Star","Very good cooking in its category",54.418,106.47,"France"
"2716",2716,"La Table du 11","Versailles","Modern Cuisine",2.1233414,48.8028642,"1 MICHELIN Star","Very good cooking in its category",52.052,124.215,"France"
"2717",2717,"Frédéric Simonin","Paris","Modern Cuisine",2.2943549,48.8799546,"1 MICHELIN Star","Very good cooking in its category",70.98,191.646,"France"
"2718",2718,"Auberge de la Mine","La Ferrière-aux-Étangs","Modern Cuisine",-0.5222974,48.6471975,"1 MICHELIN Star","Very good cooking in its category",53.235,95.823,"France"
"2719",2719,"Alchémille","Kaysersberg","Modern Cuisine, Creative",7.2497298,48.148764,"1 MICHELIN Star","Very good cooking in its category",94.64,165.62,"France"
"2720",2720,"Le Art","Aix-en-Provence","Modern Cuisine",5.478535,43.568911,"1 MICHELIN Star","Very good cooking in its category",114.751,218.855,"France"
"2721",2721,"Le Farçon","Courchevel","Modern Cuisine",6.5938711,45.4315173,"1 MICHELIN Star","Very good cooking in its category",56.784,112.385,"France"
"2722",2722,"Quai des Saveurs","Hagondange","Modern Cuisine",6.1646539,49.2534752,"1 MICHELIN Star","Very good cooking in its category",88.725,147.875,"France"
"2723",2723,"Le Fantin Latour - Stéphane Froidevaux","Grenoble","Creative",5.7323825,45.1898486,"1 MICHELIN Star","Very good cooking in its category",98.189,141.96,"France"
"2724",2724,"Maximilien","Zellenberg","Modern Cuisine",7.3189306,48.1696477,"1 MICHELIN Star","Very good cooking in its category",44.954,141.96,"France"
"2725",2725,"Le Chiquito","Méry-sur-Oise","Classic Cuisine",2.1645731,49.0598502,"1 MICHELIN Star","Very good cooking in its category",82.81,126.581,"France"
"2726",2726,"Manoir de Lan-Kerellec","Trébeurden","Seafood, Modern Cuisine",-3.5847022,48.7766651,"1 MICHELIN Star","Very good cooking in its category",40.222,141.96,"France"
"2727",2727,"La Licorne Royale","Lyons-la-Forêt","Modern Cuisine",1.4766068,49.3985891,"1 MICHELIN Star","Very good cooking in its category",81.627,223.587,"France"
"2728",2728,"Auberge Pom'Poire","Azay-le-Rideau","Modern Cuisine",0.4450558,47.2830529,"1 MICHELIN Star","Very good cooking in its category",49.686,115.934,"France"
"2729",2729,"Ambroisie","Saint-Didier-de-la-Tour","Modern Cuisine",5.4875038,45.560381,"1 MICHELIN Star","Very good cooking in its category",92.274,165.62,"France"
"2730",2730,"Auberge du Pont d'Acigné","Noyal-sur-Vilaine","Modern Cuisine",-1.5346294,48.1305627,"1 MICHELIN Star","Very good cooking in its category",47.32,136.045,"France"
"2731",2731,"Le St-Placide","Saint-Malo","Creative",-2.010532,48.6296543,"1 MICHELIN Star","Very good cooking in its category",65.065,141.96,"France"
"2732",2732,"Les Hautes Roches","Rochecorbon","Classic Cuisine, Modern Cuisine",0.7746065,47.4103269,"1 MICHELIN Star","Very good cooking in its category",89.908,159.705,"France"
"2733",2733,"Le Clocher des Pères","Saint-Martin-sur-la-Chambre","Creative",6.3168158,45.3664596,"1 MICHELIN Star","Very good cooking in its category",88.725,106.47,"France"
"2734",2734,"La Galinette","Perpignan","Creative",2.8932762,42.7025096,"1 MICHELIN Star","Very good cooking in its category",33.124,76.895,"France"
"2735",2735,"Neige d'Été","Paris","Modern Cuisine",2.2991171,48.845352,"1 MICHELIN Star","Very good cooking in its category",76.895,130.13,"France"
"2736",2736,"La Chassagnette","Le Sambuc","Creative",4.667878,43.568752,"1 MICHELIN Star","Very good cooking in its category",82.81,136.045,"France"
"2737",2737,"Virtus","Paris","Modern Cuisine",2.3780547,48.8501479,"1 MICHELIN Star","Very good cooking in its category",46.137,195.195,"France"
"2738",2738,"Auberge Frankenbourg","La Vancelle","Modern Cuisine",7.3025827,48.2835117,"1 MICHELIN Star","Very good cooking in its category",53.235,118.3,"France"
"2739",2739,"Louroc - Hôtel du Cap-Eden-Roc","Antibes","Modern Cuisine",7.1216544,43.5483167,"1 MICHELIN Star","Very good cooking in its category",260.26,283.92,"France"
"2740",2740,"La Vieille Tour","Plérin","Modern Cuisine",-2.7261477,48.5307941,"1 MICHELIN Star","Very good cooking in its category",40.222,106.47,"France"
"2741",2741,"La Madeleine","Sens","Modern Cuisine",3.27418,48.19589,"1 MICHELIN Star","Very good cooking in its category",59.15,160.888,"France"
"2742",2742,"Faventia","Tourrettes","Modern Cuisine",6.7319345,43.590664,"1 MICHELIN Star","Very good cooking in its category",165.62,224.77,"France"
"2743",2743,"La Passagère - Hôtel Belles Rives","Juan-les-Pins","Creative",7.115675,43.56555,"1 MICHELIN Star","Very good cooking in its category",159.705,218.855,"France"
"2744",2744,"Le Pourquoi Pas - Hôtel Castelbrac","Dinard","Modern Cuisine",-2.0490902,48.6344213,"1 MICHELIN Star","Very good cooking in its category",82.81,130.13,"France"
"2745",2745,"La Table d'à Côté","Ardon","Modern Cuisine, Creative",1.9124177,47.8220926,"1 MICHELIN Star","Very good cooking in its category",41.405,123.032,"France"
"2746",2746,"La Cachette","Valence","Creative",4.886606,44.9323444,"1 MICHELIN Star","Very good cooking in its category",76.895,153.79,"France"
"2747",2747,"Relais Louis XIII","Paris","Classic Cuisine",2.3408499,48.8546356,"1 MICHELIN Star","Very good cooking in its category",82.81,189.28,"France"
"2748",2748,"Les Tables de Gaspard","Saint-Crépin","Modern Cuisine, Market Cuisine",6.6078486,44.7067072,"1 MICHELIN Star","Very good cooking in its category",44.954,91.091,"France"
"2749",2749,"Le Saint-Martin","Vence","Modern Cuisine, Mediterranean Cuisine",7.1066248,43.7316508,"1 MICHELIN Star","Very good cooking in its category",80.444,153.79,"France"
"2750",2750,"Akrame","Paris","Creative",2.3252971,48.8714069,"1 MICHELIN Star","Very good cooking in its category",88.725,212.94,"France"
"4623",4623,"La Croix Blanche","Veuves","Modern Cuisine, Traditional Cuisine",1.125466,47.4715312,"Bib Gourmand","Good food at moderate prices",41.405,57.967,"France"
"4624",4624,"Le Rousseau","Grenoble","Creative, Market Cuisine",5.7303723,45.1910583,"Bib Gourmand","Good food at moderate prices",30.758,61.516,"France"
"4625",4625,"La Table du Sommelier","Albi","Modern Cuisine",2.1458041,43.9347151,"Bib Gourmand","Good food at moderate prices",21.294,62.699,"France"
"4626",4626,"Les Jardins du Léman","Yvoire","Modern Cuisine",6.3256417,46.3703254,"Bib Gourmand","Good food at moderate prices",46.137,118.3,"France"
"4627",4627,"La Maison de Marie","Perros-Guirec","Market Cuisine",-3.4752927,48.8200118,"Bib Gourmand","Good food at moderate prices",41.405,56.784,"France"
"4628",4628,"La Récré","Vaudevant","Modern Cuisine",4.6186956,45.1039749,"Bib Gourmand","Good food at moderate prices",34.307,55.601,"France"
"4629",4629,"La Table du Pouyaud","Champcevinel","Modern Cuisine",0.74974,45.212543,"Bib Gourmand","Good food at moderate prices",41.405,92.274,"France"
"4630",4630,"Le Jardin Les Crayères","Reims","Traditional Cuisine",4.0511127,49.240746,"Bib Gourmand","Good food at moderate prices",39.039,102.921,"France"
"4631",4631,"Auberge de la Brenne","Neuillé-le-Lierre","Traditional Cuisine, Classic Cuisine",0.9085245,47.5103602,"Bib Gourmand","Good food at moderate prices",39.039,94.64,"France"
"4632",4632,"Pierre & Jean","Chagny","Modern Cuisine",4.7533235,46.9076462,"Bib Gourmand","Good food at moderate prices",41.405,61.516,"France"
"4633",4633,"Auberge de la Baraque","Orcines","Modern Cuisine",3.0215755,45.7800103,"Bib Gourmand","Good food at moderate prices",31.941,80.444,"France"
"4634",4634,"Richer","Paris","Modern Cuisine",2.3478903,48.8740537,"Bib Gourmand","Good food at moderate prices",59.15,59.15,"France"
"4635",4635,"La Table d'Arthur R","Charleville-Mézières","Modern Cuisine",4.719695,49.771397,"Bib Gourmand","Good food at moderate prices",39.039,57.967,"France"
"4636",4636,"Les Jardins de l'Acropolis","Rodez","Modern Cuisine",2.5564393,44.3589694,"Bib Gourmand","Good food at moderate prices",41.405,75.712,"France"
"4637",4637,"Lougolin","Grasse","Modern Cuisine",6.973045,43.6388111,"Bib Gourmand","Good food at moderate prices",34.307,43.771,"France"
"4638",4638,"L'Oxygène","Valmorel","Modern Cuisine",6.4556705,45.4715051,"Bib Gourmand","Good food at moderate prices",40.222,40.222,"France"
"4639",4639,"Le Beauvoir","Bourges","Modern Cuisine",2.4015398,47.090477,"Bib Gourmand","Good food at moderate prices",23.66,70.98,"France"
"4640",4640,"B2K6","Lempdes","Modern Cuisine",3.19723,45.76954,"Bib Gourmand","Good food at moderate prices",26.026,68.614,"France"
"4641",4641,"L'Ormeau","Cancale","Seafood",-1.851691,48.6708659,"Bib Gourmand","Good food at moderate prices",37.856,104.104,"France"
"4642",4642,"Spoon","Paris","World Cuisine",2.3409033,48.8688866,"Bib Gourmand","Good food at moderate prices",36.673,63.882,"France"
"4643",4643,"Téjérina-Hôtel de la Place","Polliat","Traditional Cuisine",5.12659,46.24887,"Bib Gourmand","Good food at moderate prices",29.575,68.614,"France"
"4644",4644,"Aux Plumes","Paris","Modern Cuisine",2.3275939,48.8321771,"Bib Gourmand","Good food at moderate prices",31.941,70.98,"France"
"4645",4645,"DZ'envies","Dijon","Modern Cuisine",5.0394574,47.3237399,"Bib Gourmand","Good food at moderate prices",27.209,63.882,"France"
"4646",4646,"Le 11 Bistrot Gourmand","Pontchâteau","Traditional Cuisine",-2.0901204,47.4351569,"Bib Gourmand","Good food at moderate prices",31.941,42.588,"France"
"4647",4647,"Le Petit Paris","Daglan","Modern Cuisine",1.1918874,44.7421961,"Bib Gourmand","Good food at moderate prices",40.222,40.222,"France"
"4648",4648,"Le Bistro des Glycines","Les Eyzies-de-Tayac","Modern Cuisine",1.0074809,44.9407156,"Bib Gourmand","Good food at moderate prices",41.405,41.405,"France"
"4649",4649,"La Table 101","Lyon","Modern Cuisine",4.8502238,45.7617729,"Bib Gourmand","Good food at moderate prices",33.124,75.712,"France"
"4650",4650,"Côté Mer","Cancale","Traditional Cuisine",-1.8626259,48.6681727,"Bib Gourmand","Good food at moderate prices",40.222,94.64,"France"
"4651",4651,"L'Auberge du Pont des Pierres","Montanges","Modern Cuisine",5.8015098,46.1634661,"Bib Gourmand","Good food at moderate prices",41.405,70.98,"France"
"4652",4652,"Briket' Bistrot","Guéthary","Modern Cuisine",-1.6059891,43.419617,"Bib Gourmand","Good food at moderate prices",47.32,47.32,"France"
"4653",4653,"Le Manoir du Sphinx","Perros-Guirec","Traditional Cuisine",-3.4361377,48.8197582,"Bib Gourmand","Good food at moderate prices",30.758,48.503,"France"
"4654",4654,"Etsi","Paris","Greek",2.333,48.89025,"Bib Gourmand","Good food at moderate prices",41.405,47.32,"France"
"4655",4655,"Bellavista","Prats-de-Mollo-la-Preste","Modern Cuisine, Catalan",2.4801504,42.4043058,"Bib Gourmand","Good food at moderate prices",40.222,82.81,"France"
"4656",4656,"Racine","Lyon","Modern Cuisine",4.80747,45.77402,"Bib Gourmand","Good food at moderate prices",28.392,53.235,"France"
"4657",4657,"Julien","Fouday","Traditional Cuisine",7.18412,48.42262,"Bib Gourmand","Good food at moderate prices",40.222,80.444,"France"
"4658",4658,"La Vieille Forge","Kaysersberg","Modern Cuisine, Traditional Cuisine",7.2625154,48.1386391,"Bib Gourmand","Good food at moderate prices",39.039,99.372,"France"
"4659",4659,"Le Bellevue","Lacroix-Falgarde","Classic Cuisine",1.4097754,43.4980729,"Bib Gourmand","Good food at moderate prices",26.026,53.235,"France"
"4660",4660,"Le Chalet","Ax-les-Thermes","Modern Cuisine",1.8395359,42.7184266,"Bib Gourmand","Good food at moderate prices",39.039,70.98,"France"
"4661",4661,"La Maison de Kerdiès","Plougasnou","Traditional Cuisine",-3.845596,48.69053,"Bib Gourmand","Good food at moderate prices",29.575,59.15,"France"
"4662",4662,"L'Antre Amis","Paris","Modern Cuisine",2.3101451,48.8467763,"Bib Gourmand","Good food at moderate prices",44.954,92.274,"France"
"4663",4663,"Le Bistro Chapouton","Grignan","Traditional Cuisine",4.903059,44.4202651,"Bib Gourmand","Good food at moderate prices",40.222,82.81,"France"
"4664",4664,"Les 7","Tulle","Modern Cuisine",1.7724975,45.2692196,"Bib Gourmand","Good food at moderate prices",53.235,53.235,"France"
"4665",4665,"La Botte d'Asperges","Contres","Modern Cuisine",1.4286247,47.4196557,"Bib Gourmand","Good food at moderate prices",41.405,104.104,"France"
"4666",4666,"Cokotte","Angoulême","Traditional Cuisine",0.1555159,45.6502872,"Bib Gourmand","Good food at moderate prices",23.66,65.065,"France"
"4667",4667,"La Grillade Gourmande","Epernay","Grills",3.9614171,49.0449565,"Bib Gourmand","Good food at moderate prices",41.405,82.81,"France"
"4668",4668,"Le Confidentiel","Menthon-Saint-Bernard","Modern Cuisine",6.1964034,45.8600546,"Bib Gourmand","Good food at moderate prices",41.405,53.235,"France"
"4669",4669,"L'AO - L'Aigle d'Or","Rimbach-près-Guebwiller","Modern Cuisine, Regional Cuisine",7.1568596,47.905,"Bib Gourmand","Good food at moderate prices",28.392,59.15,"France"
"4670",4670,"Les Loges du Jardin d'Aymeric","Clara","Traditional Cuisine",2.4422211,42.5843613,"Bib Gourmand","Good food at moderate prices",37.856,56.784,"France"
"4671",4671,"Le 6 à Table","Caromb","Modern Cuisine",5.1072069,44.1101279,"Bib Gourmand","Good food at moderate prices",66.248,66.248,"France"
"4672",4672,"La Ferme de Cupelin","Saint-Gervais-les-Bains","Regional Cuisine",6.7000265,45.88904,"Bib Gourmand","Good food at moderate prices",41.405,76.895,"France"
"4673",4673,"Restaurant du Musée","Fréland","Modern Cuisine",7.1938717,48.1697044,"Bib Gourmand","Good food at moderate prices",26.026,83.993,"France"
"4674",4674,"Le Petit St-Thomas","La Garnache","Modern Cuisine",-1.8336135,46.889416,"Bib Gourmand","Good food at moderate prices",39.039,76.895,"France"
"4675",4675,"La Grange des Halles","Rungis","Modern Cuisine",2.35059,48.74803,"Bib Gourmand","Good food at moderate prices",41.405,41.405,"France"
"4676",4676,"Cabane","Nanterre","Modern Cuisine",2.1947908,48.8918373,"Bib Gourmand","Good food at moderate prices",34.307,46.137,"France"
"4677",4677,"Le Brélévenez","Lannion","Modern Cuisine",-3.455017,48.7379433,"Bib Gourmand","Good food at moderate prices",35.49,59.15,"France"
"4678",4678,"Winstub du Chambard","Kaysersberg","Alsatian, Traditional Cuisine",7.2655026,48.1385782,"Bib Gourmand","Good food at moderate prices",40.222,104.104,"France"
"4679",4679,"L'Agape","Avignon","Modern Cuisine",4.8078128,43.9445551,"Bib Gourmand","Good food at moderate prices",31.941,87.542,"France"
"4680",4680,"Au Coq en Velours","Aoste","Traditional Cuisine",5.62883,45.59696,"Bib Gourmand","Good food at moderate prices",41.405,88.725,"France"
"4681",4681,"U Licettu","Cuttoli","Traditional Cuisine",8.8458305,41.9639362,"Bib Gourmand","Good food at moderate prices",52.052,52.052,"France"
"4682",4682,"Grain de Sel","Dole","Modern Cuisine",5.49449,47.0914654,"Bib Gourmand","Good food at moderate prices",26.026,68.614,"France"
"4683",4683,"La Longère","Le Neubourg","Modern Cuisine, Creative",0.901294,49.1487923,"Bib Gourmand","Good food at moderate prices",29.575,81.627,"France"
"4684",4684,"La Table d'Élise","L'Herbaudière","Seafood, Modern Cuisine",-2.298846,47.0236705,"Bib Gourmand","Good food at moderate prices",35.49,52.052,"France"
"4685",4685,"Au Cheval Blanc","Niedersteinbach","Traditional Cuisine, Alsatian",7.7106808,49.0316104,"Bib Gourmand","Good food at moderate prices",43.771,79.261,"France"
"4686",4686,"Le Bistrot","Chambéry","Market Cuisine",5.9240662,45.5655854,"Bib Gourmand","Good food at moderate prices",26.026,65.065,"France"
"4687",4687,"Auberge de la Rivière","Velluire","Modern Cuisine",-0.893102,46.4064515,"Bib Gourmand","Good food at moderate prices",76.895,80.444,"France"
"4688",4688,"La Ferme de Villeneuve","Les Sables-d'Olonne","Modern Cuisine",-1.7364,46.47778,"Bib Gourmand","Good food at moderate prices",29.575,50.869,"France"
"4689",4689,"Café Bras","Rodez","Cuisine from Aveyron",2.56687,44.35207,"Bib Gourmand","Good food at moderate prices",43.771,43.771,"France"
"4690",4690,"Beam !","Toulon","Modern Cuisine",5.9318362,43.1245324,"Bib Gourmand","Good food at moderate prices",46.137,46.137,"France"
"4691",4691,"Nougier","Fursac","Traditional Cuisine",1.5129695,46.1463409,"Bib Gourmand","Good food at moderate prices",36.673,76.895,"France"
"4692",4692,"L'ArtYsan","Quissac","Modern Cuisine",4.0032833,43.9106919,"Bib Gourmand","Good food at moderate prices",29.575,61.516,"France"
"4693",4693,"Café des Arts","Beaulieu-sous-la-Roche","Traditional Cuisine",-1.6110704,46.6760985,"Bib Gourmand","Good food at moderate prices",28.392,85.176,"France"
"4694",4694,"Les Canailles Ménilmontant","Paris","Traditional Cuisine",2.3852545,48.8665092,"Bib Gourmand","Good food at moderate prices",24.843,73.346,"France"
"4695",4695,"La Chaumière","Aubigny-sur-Nère","Traditional Cuisine",2.441789,47.4881874,"Bib Gourmand","Good food at moderate prices",28.392,88.725,"France"
"4696",4696,"Manoir Hastings","Bénouville","Modern Cuisine",-0.2762324,49.2471948,"Bib Gourmand","Good food at moderate prices",30.758,82.81,"France"
"4697",4697,"Olive et Artichaut","Nice","Regional Cuisine",7.275987,43.6964964,"Bib Gourmand","Good food at moderate prices",40.222,75.712,"France"
"4698",4698,"La Chênaie","Croutelle","Traditional Cuisine",0.289254,46.5412779,"Bib Gourmand","Good food at moderate prices",24.843,88.725,"France"
"4699",4699,"Auberge St-Fiacre","Veuil","Modern Cuisine",1.5255687,47.1208897,"Bib Gourmand","Good food at moderate prices",30.758,68.614,"France"
"4700",4700,"Les Trois Bourgeons","Chablis","Modern Cuisine",3.7992263,47.8154316,"Bib Gourmand","Good food at moderate prices",28.392,37.856,"France"
"4701",4701,"Auberge de La Mère Duval","Auzouville-sur-Saâne","Modern Cuisine",0.9437543,49.7409008,"Bib Gourmand","Good food at moderate prices",30.758,70.98,"France"
"4702",4702,"Cozna","Annecy","Modern Cuisine",6.1227595,45.8973707,"Bib Gourmand","Good food at moderate prices",29.575,62.699,"France"
"4703",4703,"Le Viscos","Saint-Savin","Modern Cuisine",-0.0909535,42.9803277,"Bib Gourmand","Good food at moderate prices",37.856,111.202,"France"
"4704",4704,"Le Bistrot du 11","Versailles","Modern Cuisine",2.12518,48.800906,"Bib Gourmand","Good food at moderate prices",44.954,65.065,"France"
"4705",4705,"Le Caillebotte","Paris","Modern Cuisine",2.3407212,48.8771162,"Bib Gourmand","Good food at moderate prices",44.954,57.967,"France"
"4706",4706,"La Ferme de Victorine","Notre-Dame-de-Bellecombe","Traditional Cuisine, Regional Cuisine",6.5512883,45.8051757,"Bib Gourmand","Good food at moderate prices",40.222,81.627,"France"
"4707",4707,"Le Bistrot 270","Malataverne","Traditional Cuisine",4.7433743,44.4691067,"Bib Gourmand","Good food at moderate prices",37.856,53.235,"France"
"4708",4708,"La Closerie des Roses","Varades","Classic Cuisine",-1.0220107,47.3712253,"Bib Gourmand","Good food at moderate prices",40.222,81.627,"France"
"4709",4709,"L'Ourdissoir","Cholet","Modern Cuisine",-0.8765558,47.0593903,"Bib Gourmand","Good food at moderate prices",41.405,63.882,"France"
"4710",4710,"Essentiel","Rennes","Modern Cuisine",-1.6815429,48.121689,"Bib Gourmand","Good food at moderate prices",28.392,56.784,"France"
"4711",4711,"Le Nid","Flayosc","Modern Cuisine",6.3946225,43.53454,"Bib Gourmand","Good food at moderate prices",39.039,70.98,"France"
"4712",4712,"La Taverne Alsacienne","Ingersheim","Traditional Cuisine, Alsatian",7.304982,48.0953736,"Bib Gourmand","Good food at moderate prices",23.66,75.712,"France"
"4713",4713,"Cucina","Paris","Italian",2.3508114,48.8484632,"Bib Gourmand","Good food at moderate prices",70.98,70.98,"France"
"4714",4714,"L'Estacade","Le Croisic","Modern Cuisine",-2.5154108,47.2981892,"Bib Gourmand","Good food at moderate prices",29.575,82.81,"France"
"4715",4715,"Le Bistrot d'Antoine","Strasbourg","Traditional Cuisine",7.7551838,48.5834821,"Bib Gourmand","Good food at moderate prices",41.405,70.98,"France"
"4716",4716,"Le Saint-Jacques","Thorigné-sur-Dué","Modern Cuisine",0.5356451,48.0402413,"Bib Gourmand","Good food at moderate prices",40.222,82.81,"France"
"4717",4717,"Le Grand Saint-Benoît","Saint-Benoît-sur-Loire","Modern Cuisine",2.3062427,47.8107648,"Bib Gourmand","Good food at moderate prices",41.405,61.516,"France"
"4718",4718,"La Table Bâgésienne","Bâgé-le-Châtel","Modern Cuisine",4.92875,46.30794,"Bib Gourmand","Good food at moderate prices",41.405,99.372,"France"
"4719",4719,"Auberge des 3 J","Nocé","Modern Cuisine",0.680871,48.3789,"Bib Gourmand","Good food at moderate prices",35.49,49.686,"France"
"4720",4720,"Fleur de Sel","Saint-Georges-sur-Cher","Modern Cuisine",1.1249775,47.3258479,"Bib Gourmand","Good food at moderate prices",18.928,40.222,"France"
"4721",4721,"La Table d'Antan","Sainte-Geneviève-des-Bois","Cuisine from South West France",2.3279829,48.6441076,"Bib Gourmand","Good food at moderate prices",37.856,75.712,"France"
"4722",4722,"Mova","Paris","Traditional Cuisine",2.3233172,48.8841785,"Bib Gourmand","Good food at moderate prices",29.575,69.797,"France"
